Pakirno_st,Dvodelnost,Ravninski,St_povezav,Gostota,Povp_stopnja,Zgoscenost,Povp_razdalja,Najdaljsa_pot,Premer
5,False,True,18,0.857,2.571,0.0,2.769,13,6
5,False,True,18,0.857,2.571,0.0,2.857,13,7
5,False,True,18,0.857,2.571,0.119,2.791,13,6
5,False,True,18,0.857,2.571,0.119,2.802,12,6
5,False,True,18,0.857,2.571,0.143,3.429,12,8
5,False,True,18,0.857,2.571,0.143,3.0,12,6
5,False,False,19,0.905,2.714,0.0,2.308,13,5
5,False,False,19,0.905,2.714,0.119,2.791,13,7
5,False,False,19,0.905,2.714,0.167,2.901,13,7
5,False,False,19,0.905,2.714,0.0,2.505,13,6
5,False,False,19,0.905,2.714,0.167,2.846,13,6
5,False,False,19,0.905,2.714,0.0,2.44,13,6
5,False,False,19,0.905,2.714,0.119,2.44,13,6
5,False,False,19,0.905,2.714,0.0,2.571,13,6
5,False,True,19,0.905,2.714,0.119,2.615,13,6
5,False,True,19,0.905,2.714,0.143,2.923,13,6
5,False,True,19,0.905,2.714,0.143,2.582,13,5
5,False,True,19,0.905,2.714,0.143,2.495,13,5
5,False,True,19,0.905,2.714,0.143,2.659,13,6
5,False,False,19,0.905,2.714,0.071,2.44,13,4
5,False,True,19,0.905,2.714,0.214,3.099,13,7
5,False,True,19,0.905,2.714,0.214,2.747,13,5
5,False,False,19,0.905,2.714,0.0,2.418,13,5
5,False,False,19,0.905,2.714,0.0,2.374,13,5
5,False,False,19,0.905,2.714,0.119,2.484,13,5
5,False,True,19,0.905,2.714,0.143,2.56,13,5
5,False,False,19,0.905,2.714,0.071,2.451,13,5
5,False,True,19,0.905,2.714,0.0,2.967,13,8
5,False,True,19,0.905,2.714,0.143,2.703,13,6
5,False,True,19,0.905,2.714,0.071,2.451,13,5
5,False,False,19,0.905,2.714,0.0,2.813,13,6
5,False,False,19,0.905,2.714,0.071,2.407,13,5
5,False,True,19,0.905,2.714,0.143,3.099,13,7
5,False,True,19,0.905,2.714,0.214,3.275,13,8
